text,topic,question,context1,context2,question2,topic2
"you cannot heat steam 'forever'. Like all molecules, when sufficiently hot it will decompose. There is not a set temperature at which it decomposes, it is more of a gradual process as the temperature increases. You start getting significant quantities of water decomposing at around 2500 K. At about 3000 K you get around 50% of water molecules decomposing. Of course, this is a rather hot temperature and it is rather impractical to generate, much less create a container to house the reaction. Breaking apart a double sugar into its two simple sugars is accomplished by hydrolysis with the help of a type of enzyme called a disaccharidase. Hydrolysis in water. It does not happen spontaneously. While it juts oxygen molecule, that is still an N glycosidic bond. And it cannot proceed spontaneously.",Temperature,Is there a limit to that the steam will get hotter?,"you cannot heat steam 'forever'. Like all molecules, when sufficiently hot it will decompose. There is not a set temperature at which it decomposes, it is more of a gradual process as the temperature increases. You start getting significant quantities of water decomposing at around 2500 K. At about 3000 K you get around 50% of water molecules decomposing. Of course, this is a rather hot temperature and it is rather impractical to generate, much less create a container to house the reaction.","Breaking apart a double sugar into its two simple sugars is accomplished by hydrolysis with the help of a type of enzyme called a disaccharidase. Hydrolysis in water. It does not happen spontaneously. While it juts oxygen molecule, that is still an N glycosidic bond. And it cannot proceed spontaneously.",Would it be easy to break the monosaccharides apart from each other?,NA
"Oxidation originally referred to reactions with oxygen. So compounds like FeO and Fe2O3 were called ferrous and ferric oxides, while SnO and SnO2 were called stannous and stannic oxides. In 1919 Alfred Stock suggested that the names should use Roman numerals in parentheses, to make the names iron(II), iron(III), tin(II), and tin(IV) oxides. In 1940 the IUPAC recommended that the term 'Stock number' (I, II, III, IV, etc.) be replaced by the term 'oxidation number' with Arabic numerals (1, 2, 3, 4, etc.). In 1990 it adopted the current 'rule-based' system (H = +1, O = -2, etc.) for determining oxidation numbers.  the second law only applies to the universe as a whole, so some reactions can have decreasing entropy as long as the entire sum is positive. Spontaneous reactions occur when change in G (free energy, or delthaH - Tx deltaS) is less than zero across a reaction.",Oxidation state,Why is it called 'oxidation state?,"Oxidation originally referred to reactions with oxygen. So compounds like FeO and Fe2O3 were called ferrous and ferric oxides, while SnO and SnO2 were called stannous and stannic oxides. In 1919 Alfred Stock suggested that the names should use Roman numerals in parentheses, to make the names iron(II), iron(III), tin(II), and tin(IV) oxides. In 1940 the IUPAC recommended that the term 'Stock number' (I, II, III, IV, etc.) be replaced by the term 'oxidation number' with Arabic numerals (1, 2, 3, 4, etc.). In 1990 it adopted the current 'rule-based' system (H = +1, O = -2, etc.) for determining oxidation numbers. ","the second law only applies to the universe as a whole, so some reactions can have decreasing entropy as long as the entire sum is positive. Spontaneous reactions occur when change in G (free energy, or delthaH - Tx deltaS) is less than zero across a reaction.",How can entropy be negative?,Entropy
"A dipole is like a temporary polarity of a non polar molecule, but only last for nano seconds (hence why it can be called a dipole moment). It can happen because e-'s positions are represented by probability functions around the nucleus; at any given time, there can be more e- around one of the bonding atoms that the other because that's just the way it worked out. London Dispersion forces apply to all molecules always, so a dipole moment is not like it. It is as if it was a polar molecule, which it was, for a few nanoseconds before it becomes its usual non polar self The same reactions occur if we add very little base and a lot of acid to if we add same amounts of acid and base, but only until the dissociation products of either the acid or the base run out. To neutralize you need to add enough acid to a base to turn all HO- into H2O (when neutralizing a base) or enough base to an acid to turn all H+ into H2O (when neutralizing an acid). Keep in mind that some acids produce more H+ per volume than others, and the same goes with HO- for bases. So, you may want to check that before you start mixing, as a little of a powerful base can neutralize a lot of weak acid. the process will change, though this depends on the acid and the base just as much as the ratio in which you mix them. If there is an imbalance in the H+ and OH-, the neutralization will fail.",London dispersion force,Is it like a London dispersion force?,"A dipole is like a temporary polarity of a non polar molecule, but only last for nano seconds (hence why it can be called a dipole moment). It can happen because e-'s positions are represented by probability functions around the nucleus; at any given time, there can be more e- around one of the bonding atoms that the other because that's just the way it worked out. London Dispersion forces apply to all molecules always, so a dipole moment is not like it. It is as if it was a polar molecule, which it was, for a few nanoseconds before it becomes its usual non polar self","The same reactions occur if we add very little base and a lot of acid to if we add same amounts of acid and base, but only until the dissociation products of either the acid or the base run out. To neutralize you need to add enough acid to a base to turn all HO- into H2O (when neutralizing a base) or enough base to an acid to turn all H+ into H2O (when neutralizing an acid). Keep in mind that some acids produce more H+ per volume than others, and the same goes with HO- for bases. So, you may want to check that before you start mixing, as a little of a powerful base can neutralize a lot of weak acid. the process will change, though this depends on the acid and the base just as much as the ratio in which you mix them. If there is an imbalance in the H+ and OH-, the neutralization will fail.",Will there be the same reaction?,NA
"The lungs are functionally like a balloon that fills the thoracic cavity. The diaphragm (which is skeletal muscle) and some other muscles change the volume of the thoracic cavity this changes the pressure and causes inhalation and exhalation. What changes is what it is controlled by for voluntary functions the cerebral cortex is taking over but normally breathing centers of the medulla oblongata and pons control involuntary breathing. In 1,2-difluoroethane, the most stable staggered conformation would have the F atoms anti (opposite) to each other at angles of 180 degree. The least stable eclipsed conformation would have the F atoms syn (adjacent) to each other at angles of 0 degree.",Skeletal muscle,Would the lungs be an Involuntary or Voluntary muscle?,The lungs are functionally like a balloon that fills the thoracic cavity. The diaphragm (which is skeletal muscle) and some other muscles change the volume of the thoracic cavity this changes the pressure and causes inhalation and exhalation. What changes is what it is controlled by for voluntary functions the cerebral cortex is taking over but normally breathing centers of the medulla oblongata and pons control involuntary breathing.,"In 1,2-difluoroethane, the most stable staggered conformation would have the F atoms anti (opposite) to each other at angles of 180 degree. The least stable eclipsed conformation would have the F atoms syn (adjacent) to each other at angles of 0 degree.",How would that affect the molecules' stability?,NA
"Semipermeable and selectively permeable can be slightly different in meaning, though this usage is not consistent. Semipermeable is typically used as an overall term for membranes that only allow some molecules to pass through - in some cases this is used exclusively for selection based on molecule (or ion) size. Selectively permeable just means that some molecules can pass through the membrane based on their properties, but most molecules or ions can not pass through the membrane. Different semipermeable membranes may let different size molecules pass through - an example of this is dialysis membranes (or tubing), which can be made with pore sizes that will allow small macromolecules (e.g. proteins) to pass through while restricting larger macromolecules. Since ultrabithorax is inactivated, no halteres are present. Fly apart from being unable to fly also cannot balance off. That mutation is lethal.",NA,What happens?,"Semipermeable and selectively permeable can be slightly different in meaning, though this usage is not consistent. Semipermeable is typically used as an overall term for membranes that only allow some molecules to pass through - in some cases this is used exclusively for selection based on molecule (or ion) size. Selectively permeable just means that some molecules can pass through the membrane based on their properties, but most molecules or ions can not pass through the membrane. Different semipermeable membranes may let different size molecules pass through - an example of this is dialysis membranes (or tubing), which can be made with pore sizes that will allow small macromolecules (e.g. proteins) to pass through while restricting larger macromolecules.","Since ultrabithorax is inactivated, no halteres are present. Fly apart from being unable to fly also cannot balance off. That mutation is lethal.",Does ultrabithorax becomes unable to balance?,Ultrabithorax
"When there are more than one electrons, then there is repulsion between those electrons due to their same negative charge. The formula then breaks down. Also note, the Bohr model is not what actually happens. The current quantum model is believed to be the most correct. The main source of motivation for baby birds is food. The baby bird knows nothing more than that at regular intervals their mother will come and drop some food off in their mouth. Slowly the mother bird will stand farther and farther away from the nest, forcing the baby bird to come out of the nest to get food. The bird realizes it needs this food to survive and this is the motivation for them to venture out onto a branch.",NA,What happens?,"When there are more than one electrons, then there is repulsion between those electrons due to their same negative charge. The formula then breaks down. Also note, the Bohr model is not what actually happens. The current quantum model is believed to be the most correct.","The main source of motivation for baby birds is food. The baby bird knows nothing more than that at regular intervals their mother will come and drop some food off in their mouth. Slowly the mother bird will stand farther and farther away from the nest, forcing the baby bird to come out of the nest to get food. The bird realizes it needs this food to survive and this is the motivation for them to venture out onto a branch.",How would people teach it to fly?,NA
"plants also do cellular respiration - taking in oxygen and giving out CO2. Cellular respiration occurs in the mitochondria. Now since photosynthesis creates glucose, why do we need mitochondria? the biological 'currency' is ATP. So we need to convert the glucose into ATP. This is done in the mitochondria and is called cellular respiration. We humans only do cellular respiration since we are heterotrophs - we don't make our own glucose. the second law only applies to the universe as a whole, so some reactions can have decreasing entropy as long as the entire sum is positive. Spontaneous reactions occur when change in G (free energy, or delthaH - Tx deltaS) is less than zero across a reaction.",NA,What's the point for plants from turning CO2 in air to O2?,"plants also do cellular respiration - taking in oxygen and giving out CO2. Cellular respiration occurs in the mitochondria. Now since photosynthesis creates glucose, why do we need mitochondria? the biological 'currency' is ATP. So we need to convert the glucose into ATP. This is done in the mitochondria and is called cellular respiration. We humans only do cellular respiration since we are heterotrophs - we don't make our own glucose.","the second law only applies to the universe as a whole, so some reactions can have decreasing entropy as long as the entire sum is positive. Spontaneous reactions occur when change in G (free energy, or delthaH - Tx deltaS) is less than zero across a reaction.",Does this make a reaction spontaneous?,Spontaneous process
"The main source of motivation for baby birds is food. The baby bird knows nothing more than that at regular intervals their mother will come and drop some food off in their mouth. Slowly the mother bird will stand farther and farther away from the nest, forcing the baby bird to come out of the nest to get food. The bird realizes it needs this food to survive and this is the motivation for them to venture out onto a branch. Certain Plants do grow better around each other and help each other out. Researcher Dr. David Johnson looked closely at plants' symbiotic relationship with soil fungus, piggybacking off a 2010 study that seemed to suggest that a tomato plant infected with leaf blight would be able to warn nearby plants of the problem. In turn, those plants would activate genes that would prevent them from catching the disease, too. Johnson was able to show how plants use fungus in the soil as a network (think of it as a botanical Wi-Fi, if you will). Essentially, fungi deliver messages of danger from plant to plant, and as a result, the group can grow stronger. Even plants get by with a little help from their friends. *Animals* help plants by pollinating them, and be helping to disperse seeds. The droppings of animals also fertilize plants. Plants have three basic responses or reactions to light. They are photosynthesis, phototropism and photoperiodism. As plants react/respond to light the amount of heat wont matter anyway.",NA,How would people teach it to fly?,"The main source of motivation for baby birds is food. The baby bird knows nothing more than that at regular intervals their mother will come and drop some food off in their mouth. Slowly the mother bird will stand farther and farther away from the nest, forcing the baby bird to come out of the nest to get food. The bird realizes it needs this food to survive and this is the motivation for them to venture out onto a branch.","Certain Plants do grow better around each other and help each other out. Researcher Dr. David Johnson looked closely at plants' symbiotic relationship with soil fungus, piggybacking off a 2010 study that seemed to suggest that a tomato plant infected with leaf blight would be able to warn nearby plants of the problem. In turn, those plants would activate genes that would prevent them from catching the disease, too. Johnson was able to show how plants use fungus in the soil as a network (think of it as a botanical Wi-Fi, if you will). Essentially, fungi deliver messages of danger from plant to plant, and as a result, the group can grow stronger. Even plants get by with a little help from their friends. *Animals* help plants by pollinating them, and be helping to disperse seeds. The droppings of animals also fertilize plants. Plants have three basic responses or reactions to light. They are photosynthesis, phototropism and photoperiodism. As plants react/respond to light the amount of heat wont matter anyway.",Do plants respond to night light with no heat?,Plant
"There are some enzymes, which work in many pathways. They have relatively poor substrate specificity and this is important, because it's function requires it to do transform so many chemically different substrates into metabolites. Eg: The cytochrome p450 in liver, alcohol dehydrogenase. The former is a very important enzyme system, which plays a role in metabolising (a fancy term for acting upon) a wide variety of foreign substances, which include drugs and toxins. These reactions are the main mechanism of our body to fight drugs, and competitive inhibition is important here when we want to design drug therapies, because if we give two drugs both of which are acted upon by this enzyme, then they shall compete for its binding, and a result both will be metabolised slowly (in relation to if each was given independently). Alcohol dehydrogenase metabolises alcohols, and hence is the reason why methanol is poisonous. IT converts it into the more poisonous methanoic acid. For a patient of methanol poisoning, the main therapy includes giving ethanol, so that it acts as a competitive inhibitor, preventing methanol from forming the harmful metabolite. The more substrate-specific enzymes, do not usually have complications pertaining to competitive inhibitors. Don't confuse formal charge and oxidation numbers, the previous video goes over the differences between these. With oxidation numbers, the more electronegative atom in each bond gets the 2 electrons, but with formal charge both atoms get 1 electron each regardless of electronegativity So for methane, carbon has an oxidation number of -4 but a formal charge of 0 ",Substrate (chemistry),Would be there to compete with the substrate or only limited amount of reactions suffer through this phenomenon?,"There are some enzymes, which work in many pathways. They have relatively poor substrate specificity and this is important, because it's function requires it to do transform so many chemically different substrates into metabolites. Eg: The cytochrome p450 in liver, alcohol dehydrogenase. The former is a very important enzyme system, which plays a role in metabolising (a fancy term for acting upon) a wide variety of foreign substances, which include drugs and toxins. These reactions are the main mechanism of our body to fight drugs, and competitive inhibition is important here when we want to design drug therapies, because if we give two drugs both of which are acted upon by this enzyme, then they shall compete for its binding, and a result both will be metabolised slowly (in relation to if each was given independently). Alcohol dehydrogenase metabolises alcohols, and hence is the reason why methanol is poisonous. IT converts it into the more poisonous methanoic acid. For a patient of methanol poisoning, the main therapy includes giving ethanol, so that it acts as a competitive inhibitor, preventing methanol from forming the harmful metabolite. The more substrate-specific enzymes, do not usually have complications pertaining to competitive inhibitors.","Don't confuse formal charge and oxidation numbers, the previous video goes over the differences between these. With oxidation numbers, the more electronegative atom in each bond gets the 2 electrons, but with formal charge both atoms get 1 electron each regardless of electronegativity So for methane, carbon has an oxidation number of -4 but a formal charge of 0 ",Why the formal charge is 0 it should have been -4?,Formal charge
"there is no another pump, actually depends on what cell we are speaking of, but there are voltage-gated ion channels which open and let Na ions inside and that's how Na circulates. There are no ionic bonds in these. There is a charge due to having 1 more electron than it has protons, but every bond in these molecules is covalent. The reason the charge is that if you draw the structures you will end up with one oxygen only having 7 electrons and not following the octet rule, unless you add an extra electron to the molecule. Hence why the chlorine polyatomic ions have a -1 charge. You could also think of them all being protonated as acids: HClO, HClO2, HClO3 and HClO4. Once they lose the H+ a -1 charge is left.",NA,Is there another pump that would transports them inside by active transport so the cycle can continue?,"there is no another pump, actually depends on what cell we are speaking of, but there are voltage-gated ion channels which open and let Na ions inside and that's how Na circulates.","There are no ionic bonds in these. There is a charge due to having 1 more electron than it has protons, but every bond in these molecules is covalent. The reason the charge is that if you draw the structures you will end up with one oxygen only having 7 electrons and not following the octet rule, unless you add an extra electron to the molecule. Hence why the chlorine polyatomic ions have a -1 charge. You could also think of them all being protonated as acids: HClO, HClO2, HClO3 and HClO4. Once they lose the H+ a -1 charge is left.",Is hypochlorite only ionic bond?,Ionic bonding
"for analyzing DNA, it is best to have many copies of the DNA they will behave the same anyways, and it is easier to see them for analysis. so it makes sense to use the Polymerase Chain Reaction to prepare for Gel electrophoresis Bohr model has been replaced by the modern model of the atom. The Bohr model only worked for Hydrogen atoms, and even for hydrogen it left a lot unexplained. The reason it works somewhat for hydrogen is that even though the electrons are not in orbits there are certain energy concepts for orbits that have more universal applicability",Gel electrophoresis,Does gel electrophoresis work?,"for analyzing DNA, it is best to have many copies of the DNA they will behave the same anyways, and it is easier to see them for analysis. so it makes sense to use the Polymerase Chain Reaction to prepare for Gel electrophoresis","Bohr model has been replaced by the modern model of the atom. The Bohr model only worked for Hydrogen atoms, and even for hydrogen it left a lot unexplained. The reason it works somewhat for hydrogen is that even though the electrons are not in orbits there are certain energy concepts for orbits that have more universal applicability",Why does Bohr model work?,Bohr model
"A rainbow is produced by light refracting and internal reflecting through water droplets in the air. Because of the refraction and internal reflection of the light that comes out of the raindrop is at a 42 degree angle from the incoming light. Because of this constant angle the rainbow will be a circle but you rarely see the whole thing unless you are high enough like in an airplane. Secondary consumers could be omnivores. They may be primary consumers in one food chain by eating the producers. A mouse may eat a grasshopper (secondary consumer), or it may eat seeds (primary consumer).",NA,Is there a law/rule for their shape?,A rainbow is produced by light refracting and internal reflecting through water droplets in the air. Because of the refraction and internal reflection of the light that comes out of the raindrop is at a 42 degree angle from the incoming light. Because of this constant angle the rainbow will be a circle but you rarely see the whole thing unless you are high enough like in an airplane.,"Secondary consumers could be omnivores. They may be primary consumers in one food chain by eating the producers. A mouse may eat a grasshopper (secondary consumer), or it may eat seeds (primary consumer).",Is organism always going to occupy the secondary consumer trophic level in other food chains?,Trophic level
"What position humans really hold in the food chain is a topic that has recently come under debate. we don't really have natural predators, and we can easily hunt and eat even the largest of animals. However, studies concerning the trophic level of humans have shown that humans are similar to pigs and anchovies when it comes to overall diet, and are nowhere near the meat-only diets of the apex predators (this rank may change in the near future, as veganism and vegetarianism are gaining popularity). As for trophic levels, because of the fact that humans are omnivorous, they do not fall under a set, 'clear' trophic level. They can fall under level 2 (a human eats seaweed), level 3 (a human eats a lobster), or level 4 (a human eats an octopus). This can also happen if a human eats an omnivorous animal, who also does not have a set trophic level (a human eats bear meat). The reactants have more energy, but this energy is not free energy. It is in the form of potential energy stored in the bonds. This energy is released into the environment in an exergonic reaction, bond breaking subsequently occurs. The products therefore have less energy because less bonds the equivalent of less energy.",Trophic level,Is it necessary that they have to occupy the topmost trophic level?,"What position humans really hold in the food chain is a topic that has recently come under debate. we don't really have natural predators, and we can easily hunt and eat even the largest of animals. However, studies concerning the trophic level of humans have shown that humans are similar to pigs and anchovies when it comes to overall diet, and are nowhere near the meat-only diets of the apex predators (this rank may change in the near future, as veganism and vegetarianism are gaining popularity). As for trophic levels, because of the fact that humans are omnivorous, they do not fall under a set, 'clear' trophic level. They can fall under level 2 (a human eats seaweed), level 3 (a human eats a lobster), or level 4 (a human eats an octopus). This can also happen if a human eats an omnivorous animal, who also does not have a set trophic level (a human eats bear meat).","The reactants have more energy, but this energy is not free energy. It is in the form of potential energy stored in the bonds. This energy is released into the environment in an exergonic reaction, bond breaking subsequently occurs. The products therefore have less energy because less bonds the equivalent of less energy.",How come the reactants in an exergonic reaction have MORE free energy than the products?,Exergonic reaction
"What happens to a rigid object depends on the atomic and molecular forces. If these forces allow the object to undergo elastic deformation then they will deform and then go back to their original shape once the force is removed. If the forces between the atoms and molecules shift without breaking then the object undergoes plastic deformation and stays in the new shape. If the forces do not stretch or shift then the object cracks. Most objects that we conciser rigid will react to a force on them with a combination of all three responses It is just the fact that Earth temperature (the timestamp when life began and persists) is not as high as 100 ^C. Speaking of atmospheric temperature. Also, the atmospheric pressure comes into a place, the temperature itself is not the only variable.",NA,All objects are naturally elastic?,What happens to a rigid object depends on the atomic and molecular forces. If these forces allow the object to undergo elastic deformation then they will deform and then go back to their original shape once the force is removed. If the forces between the atoms and molecules shift without breaking then the object undergoes plastic deformation and stays in the new shape. If the forces do not stretch or shift then the object cracks. Most objects that we conciser rigid will react to a force on them with a combination of all three responses,"It is just the fact that Earth temperature (the timestamp when life began and persists) is not as high as 100 ^C. Speaking of atmospheric temperature. Also, the atmospheric pressure comes into a place, the temperature itself is not the only variable.",Would that salt water need to be heated at a higher temperature before it began to evaporate?,Temperature
"The formula gmh applies for small distances. For ridiculously large distances, the further away an object gets, the smaller the gravitational potential energy it has. The further away the object gets, the less influence it will feel gravitationally. Light is refracted at a very specific angle. I won't go into the mechanics here, but in a raindrop, light in fact undergoes so much refraction it bounces back in the direction the original ray came from, which is why rainbows always appear on the opposite side of the sky as the sun. This means that if you stand with the sun directly behind you, the rays of light form a triangle between you, the observer, the raindrop the light is refracted from and a point on the ground directly ahead of you. Since raindrops will be scattered all across the sky, and you can only observe light refracted at the specific angle, the line along which the light rays travels describes an arc across the sky, and this arc is the rainbow you see. Incidentally, the angle of refraction is also the reason why you can never catch up with a rainbow. The angle, and hence the bow's apparent distance must remain constant with respect to your position.",Gravitational energy,Why does the gravitational potential energy increases as r increases?,"The formula gmh applies for small distances. For ridiculously large distances, the further away an object gets, the smaller the gravitational potential energy it has. The further away the object gets, the less influence it will feel gravitationally.","Light is refracted at a very specific angle. I won't go into the mechanics here, but in a raindrop, light in fact undergoes so much refraction it bounces back in the direction the original ray came from, which is why rainbows always appear on the opposite side of the sky as the sun. This means that if you stand with the sun directly behind you, the rays of light form a triangle between you, the observer, the raindrop the light is refracted from and a point on the ground directly ahead of you. Since raindrops will be scattered all across the sky, and you can only observe light refracted at the specific angle, the line along which the light rays travels describes an arc across the sky, and this arc is the rainbow you see. Incidentally, the angle of refraction is also the reason why you can never catch up with a rainbow. The angle, and hence the bow's apparent distance must remain constant with respect to your position.",Why does it go in a certain direction?,NA
"If there is a group that changes the suffix (eg how -OH changes the suffix from -ane to -anol) then that will automatically be on carbon 1 so you need to number around that. If there isn't one of those groups, and there are only two groups on the ring then the alphabetically first group will be on carbon 1. If there are three or more groups then you have to number the ring in such a way that uses the lowest numbers. Only if there is a tie between two numberings would you go for the alphabetically first group. there are exceptions to many rules in chemistry. Furthermore while we often say something is covalent or ionic, the truth is that bonding in molecules is on more of a spectrum than being absolutely one or the other.",Carbon,Which branches are nearer to carbon?,"If there is a group that changes the suffix (eg how -OH changes the suffix from -ane to -anol) then that will automatically be on carbon 1 so you need to number around that. If there isn't one of those groups, and there are only two groups on the ring then the alphabetically first group will be on carbon 1. If there are three or more groups then you have to number the ring in such a way that uses the lowest numbers. Only if there is a tie between two numberings would you go for the alphabetically first group.","there are exceptions to many rules in chemistry. Furthermore while we often say something is covalent or ionic, the truth is that bonding in molecules is on more of a spectrum than being absolutely one or the other.",Is it not an ionic compound?,NA
"balance redox reaction this way to remove the redundancies in an equation. In normal algebraic equations, redundancies like your typical leftover x or y are easy to remove because there are no electrons that change the quantifiable identity of each variable, if that makes sense. In order to keep track of electrons, we must be extra careful and account for charge of an atom. For example, Na+ is not the same as Na (the neutral one has an extra electron, which must be accounted for) the tryptophan repressor is itself a protein produced from transcription of another gene, let's call it ""repressor gene"". If that gene mutated, the product of transcription of that gene (the repressor protein) could be nonfunctional. If that were the case the e.coli cell would continually transcribe Tryptophan Enzyme.",NA,Why we don't just get it balanced like we balance other equations?,"balance redox reaction this way to remove the redundancies in an equation. In normal algebraic equations, redundancies like your typical leftover x or y are easy to remove because there are no electrons that change the quantifiable identity of each variable, if that makes sense. In order to keep track of electrons, we must be extra careful and account for charge of an atom. For example, Na+ is not the same as Na (the neutral one has an extra electron, which must be accounted for)","the tryptophan repressor is itself a protein produced from transcription of another gene, let's call it ""repressor gene"". If that gene mutated, the product of transcription of that gene (the repressor protein) could be nonfunctional. If that were the case the e.coli cell would continually transcribe Tryptophan Enzyme.",What happen if the repressor stops functioning?,Repressor
"The entire chain cannot be classified into either. Instead, the 1st carbon with the -OH group attached is a primary alcohol because the attaching carbon is attached to one other carbon. The 2nd carbon with the -OH group attached is a secondary alcohol since the attaching carbon is connected with two other carbons. In animals, which do cellular respiration and obtain glucose form food, oxygen consumption is directly correlated with metabolic rate. Anaerobic respiration jumps into the scene for extensive and intensive metabolic activities (such as running) when your energy consumption skyrockets. That also contributes to metabolic rate and has more prolonged effects (built up of lactic acid in muscles).",Alcohol (chemistry),Does that make it a primary alcohol or secondary alcohol?,"The entire chain cannot be classified into either. Instead, the 1st carbon with the -OH group attached is a primary alcohol because the attaching carbon is attached to one other carbon. The 2nd carbon with the -OH group attached is a secondary alcohol since the attaching carbon is connected with two other carbons.","In animals, which do cellular respiration and obtain glucose form food, oxygen consumption is directly correlated with metabolic rate. Anaerobic respiration jumps into the scene for extensive and intensive metabolic activities (such as running) when your energy consumption skyrockets. That also contributes to metabolic rate and has more prolonged effects (built up of lactic acid in muscles).",Does anaerobic respiration contribute to metabolic rate?,Anaerobic respiration
"he O does act as a nucleophile in competition with N, but it's a dead-end process. Reaction with O gives the reversible formation of a hemiketal. Reaction with N forms the oxime in an essentially irreversible process as the adduct dehydrates. As the ketone gets used up, the hemiketal decomposes in an attempt to maintain the concentration of the ketone (Le Châtelier's Principle) For these it's probably best to go back to first principles and work it out. Draw the structure, then break every bond. Assign both electrons in each bond to the more electronegative atom of that bond. If the atoms are the same (eg a C-C bond) then assign 1 electron to each. Then subtract how many electrons have been given to each atom from the valence electrons their neutral atom would have, that's the oxidation state.",NA,Why wouldn't it react with the partially positive carbon instead?,"he O does act as a nucleophile in competition with N, but it's a dead-end process. Reaction with O gives the reversible formation of a hemiketal. Reaction with N forms the oxime in an essentially irreversible process as the adduct dehydrates. As the ketone gets used up, the hemiketal decomposes in an attempt to maintain the concentration of the ketone (Le Châtelier's Principle)","For these it's probably best to go back to first principles and work it out. Draw the structure, then break every bond. Assign both electrons in each bond to the more electronegative atom of that bond. If the atoms are the same (eg a C-C bond) then assign 1 electron to each. Then subtract how many electrons have been given to each atom from the valence electrons their neutral atom would have, that's the oxidation state.",Would we divide the electrons equally between same atoms?,Electron
"Reduction = gain in electrons. K would find it harder to gain electrons than Li because there are more electron shells around K. This means that atomic radius has increased, so the e- are held with less attraction to the nucleus. Increased sheilding also contributes. This is why K is so reactive - it's electrons are held so losely they easily break away. In reduction you want to opposite to happen, a gain in electrons, so a strong force of attraction on your valency electrons is needed. Li has the smallest radius (and all of group one has the same nuclear charge) so Li has the strongest force of attraction and thus most easily atracts more electrons. There are often multiple ribosomes at the same tRNA at the same time! But after a while it will be disassembled by restriction enzymes and out of the nucleotides a new tRNA will be made. There will probably come the next ribosome.",NA,Does more reactive imply a greater reducing potential?,"Reduction = gain in electrons. K would find it harder to gain electrons than Li because there are more electron shells around K. This means that atomic radius has increased, so the e- are held with less attraction to the nucleus. Increased sheilding also contributes. This is why K is so reactive - it's electrons are held so losely they easily break away. In reduction you want to opposite to happen, a gain in electrons, so a strong force of attraction on your valency electrons is needed. Li has the smallest radius (and all of group one has the same nuclear charge) so Li has the strongest force of attraction and thus most easily atracts more electrons.",There are often multiple ribosomes at the same tRNA at the same time! But after a while it will be disassembled by restriction enzymes and out of the nucleotides a new tRNA will be made. There will probably come the next ribosome.,Where does the tRNA go?,Transfer RNA
"Snow forms when water vapor in the air turns directly into ice because it's so cold. The ice crystals grow from additional water vapor until they fall down as snow. Hail, on the other hand, is created when existing liquid rain is carried into colder areas by updrafts and freezes into a ball of ice. Because the water in many clouds is supercooled (brought past the freezing point but still in liquid form), it is easily frozen and the hail gradually grows. This continues until the hailstone becomes too heavy to stay in the clouds and falls.  Genes are found on strands of DNA, they are not themselves a strand of DNA. A gene is a sequence of base pairs that code for a specific protein, not a specific phenotypic trait as such. The various proteins interact in very complex ways to form traits. So, genes do not, strictly speaking, code for phenotypic traits. However, a specific trait might be reliant on the protein produced by one gene for some key aspect of its nature. So, while we might often say the gene for this or that trait, what is more accurate is saying the gene for the protein is involved in this or that trait. Genes, in fact, tend to be involved in multiple phenotypic traits because the protein they code for can be used in a variety of ways. Alleles are variations of genes, but they may or may not produce observable differences in some phenotypic trait. The reason is that proteins tend to be very large molecules and so a few minor changes here or there in their structure may or may not have much of an effect on their functions. So, some alleles produce proteins that produce pretty much identical phenotypic traits. Also, remember that some amino acids can be coded for by more than one codon, so some alleles merely contain different ways of coding for the same protein. But, obviously, some alleles, even with minor changes, can produce proteins that lead to significantly different traits. Eye color is not a good example because there are many genes involved in that (perhaps as many as 16 genes)",Hail,What is the difference in the formation of snow and hailstones?,"Snow forms when water vapor in the air turns directly into ice because it's so cold. The ice crystals grow from additional water vapor until they fall down as snow. Hail, on the other hand, is created when existing liquid rain is carried into colder areas by updrafts and freezes into a ball of ice. Because the water in many clouds is supercooled (brought past the freezing point but still in liquid form), it is easily frozen and the hail gradually grows. This continues until the hailstone becomes too heavy to stay in the clouds and falls. ","Genes are found on strands of DNA, they are not themselves a strand of DNA. A gene is a sequence of base pairs that code for a specific protein, not a specific phenotypic trait as such. The various proteins interact in very complex ways to form traits. So, genes do not, strictly speaking, code for phenotypic traits. However, a specific trait might be reliant on the protein produced by one gene for some key aspect of its nature. So, while we might often say the gene for this or that trait, what is more accurate is saying the gene for the protein is involved in this or that trait. Genes, in fact, tend to be involved in multiple phenotypic traits because the protein they code for can be used in a variety of ways. Alleles are variations of genes, but they may or may not produce observable differences in some phenotypic trait. The reason is that proteins tend to be very large molecules and so a few minor changes here or there in their structure may or may not have much of an effect on their functions. So, some alleles produce proteins that produce pretty much identical phenotypic traits. Also, remember that some amino acids can be coded for by more than one codon, so some alleles merely contain different ways of coding for the same protein. But, obviously, some alleles, even with minor changes, can produce proteins that lead to significantly different traits. Eye color is not a good example because there are many genes involved in that (perhaps as many as 16 genes)",Are alleles just variations of a gene that code for the same trait but with physical differences?,Gene
